Mod:Item:MetaData, Localized Name
IC2:itemBatREDischarged, ic2.itemBatREDischarged.name
IC2:itemBatRE, ic2.itemBatRE.name
IC2:itemAdvBat, ic2.itemAdvBat.name
IC2:itemBatCrystal, ic2.itemBatCrystal.name
IC2:itemBatLamaCrystal, ic2.itemBatLamaCrystal.name
IC2:itemBatSU, ic2.itemBatSU.name
IC2:itemBatChargeRE, ic2.itemBatChargeRE.name
IC2:itemBatChargeAdv, ic2.itemBatChargeAdv.name
IC2:itemBatChargeCrystal, ic2.itemBatChargeCrystal.name
IC2:itemBatChargeLamaCrystal, ic2.itemBatChargeLamaCrystal.name
IC2:itemCable:0, ic2.itemCable
IC2:itemCable:1, ic2.itemCableO
IC2:itemCable:2, ic2.itemGoldCable
IC2:itemCable:3, ic2.itemGoldCableI
IC2:itemCable:5, ic2.itemIronCable
IC2:itemCable:6, ic2.itemIronCableI
IC2:itemCable:9, ic2.itemGlassCable
IC2:itemCable:10, ic2.itemTinCable
IC2:itemCable:11, ic2.itemDetectorCable
IC2:itemCable:12, ic2.itemSplitterCable
IC2:itemCable:13, ic2.itemTinCableI
IC2:itemCellEmpty:0, ic2.itemCellEmpty
IC2:itemCellEmpty:1, ic2.itemCellWater
IC2:itemCellEmpty:2, ic2.itemCellLava
IC2:itemCellEmpty:3, ic2.itemCellUuMatter
IC2:itemCellEmpty:4, ic2.itemCellCF
IC2:itemCellEmpty:5, ic2.itemCellAir
IC2:itemCellEmpty:6, ic2.itemCellBiomass
IC2:itemCellEmpty:7, ic2.itemCellBiogas
IC2:itemCellEmpty:8, ic2.itemCellWaterElectro
IC2:itemCellEmpty:9, ic2.itemCellCoolant
IC2:itemCellEmpty:10, ic2.itemCellHotCoolant
IC2:itemCellEmpty:11, ic2.itemCellPahoehoelava
IC2:itemCellEmpty:12, ic2.itemCellDistilledWater
IC2:itemCellEmpty:13, ic2.itemCellSuperheatedSteam
IC2:itemCellEmpty:14, ic2.itemCellSteam
IC2:itemTinCan, ic2.itemTinCan.name
IC2:itemTinCanFilled, ic2.itemTinCanFilled.name
IC2:reactorMOXSimple, ic2.reactorMOXSimple.name
IC2:reactorMOXDual, ic2.reactorMOXDual.name
IC2:reactorMOXQuad, ic2.reactorMOXQuad.name
IC2:reactorUraniumSimple, ic2.reactorUraniumSimple.name
IC2:reactorUraniumDual, ic2.reactorUraniumDual.name
IC2:reactorUraniumQuad, ic2.reactorUraniumQuad.name
IC2:reactorMOXSimpledepleted, ic2.reactorMOXSimpledepleted.name
IC2:reactorMOXDualdepleted, ic2.reactorMOXDualdepleted.name
IC2:reactorMOXQuaddepleted, ic2.reactorMOXQuaddepleted.name
IC2:reactorUraniumSimpledepleted, ic2.reactorUraniumSimpledepleted.name
IC2:reactorUraniumDualdepleted, ic2.reactorUraniumDualdepleted.name
IC2:reactorUraniumQuaddepleted, ic2.reactorUraniumQuaddepleted.name
IC2:reactorCoolantSimple, ic2.reactorCoolantSimple.name
IC2:reactorCoolantTriple, ic2.reactorCoolantTriple.name
IC2:reactorCoolantSix, ic2.reactorCoolantSix.name
IC2:reactorPlating, ic2.reactorPlating.name
IC2:reactorPlatingHeat, ic2.reactorPlatingHeat.name
IC2:reactorPlatingExplosive, ic2.reactorPlatingExplosive.name
IC2:reactorHeatSwitch, ic2.reactorHeatSwitch.name
IC2:reactorHeatSwitchCore, ic2.reactorHeatSwitchCore.name
IC2:reactorHeatSwitchSpread, ic2.reactorHeatSwitchSpread.name
IC2:reactorHeatSwitchDiamond, ic2.reactorHeatSwitchDiamond.name
IC2:reactorVent, ic2.reactorVent.name
IC2:reactorVentCore, ic2.reactorVentCore.name
IC2:reactorVentGold, ic2.reactorVentGold.name
IC2:reactorVentSpread, ic2.reactorVentSpread.name
IC2:reactorVentDiamond, ic2.reactorVentDiamond.name
IC2:reactorReflector, ic2.reactorReflector.name
IC2:reactorReflectorThick, ic2.reactorReflectorThick.name
IC2:reactorCondensator, ic2.reactorCondensator.name
IC2:reactorCondensatorLap, ic2.reactorCondensatorLap.name
IC2:itemTFBP, ic2.itemTFBP.name
IC2:itemTFBPCultivation, ic2.itemTFBPCultivation.name
IC2:itemTFBPIrrigation, ic2.itemTFBPIrrigation.name
IC2:itemTFBPChilling, ic2.itemTFBPChilling.name
IC2:itemTFBPDesertification, ic2.itemTFBPDesertification.name
IC2:itemTFBPFlatification, ic2.itemTFBPFlatification.name
IC2:itemTFBPMushroom, ic2.itemTFBPMushroom.name
IC2:itemPartCoalBall, ic2.itemPartCoalBall.name
IC2:itemPartCoalBlock, ic2.itemPartCoalBlock.name
IC2:itemPartCoalChunk, ic2.itemPartCoalChunk.name
IC2:itemPartIndustrialDiamond, ic2.itemPartIndustrialDiamond.name
IC2:itemSlag, ic2.itemSlag.name
IC2:itemScrap, ic2.itemScrap.name
IC2:itemScrapbox, ic2.itemScrapbox.name
IC2:itemFuelPlantBall, ic2.itemFuelPlantBall.name
IC2:itemBiochaff, ic2.itemBiochaff.name
IC2:itemToolPainter, ic2.itemToolPainter.name
IC2:itemToolPainterBlack, ic2.itemToolPainterBlack.name
IC2:itemToolPainterRed, ic2.itemToolPainterRed.name
IC2:itemToolPainterGreen, ic2.itemToolPainterGreen.name
IC2:itemToolPainterBrown, ic2.itemToolPainterBrown.name
IC2:itemToolPainterBlue, ic2.itemToolPainterBlue.name
IC2:itemToolPainterPurple, ic2.itemToolPainterPurple.name
IC2:itemToolPainterCyan, ic2.itemToolPainterCyan.name
IC2:itemToolPainterLightGrey, ic2.itemToolPainterLightGrey.name
IC2:itemToolPainterDarkGrey, ic2.itemToolPainterDarkGrey.name
IC2:itemToolPainterPink, ic2.itemToolPainterPink.name
IC2:itemToolPainterLime, ic2.itemToolPainterLime.name
IC2:itemToolPainterYellow, ic2.itemToolPainterYellow.name
IC2:itemToolPainterCloud, ic2.itemToolPainterCloud.name
IC2:itemToolPainterMagenta, ic2.itemToolPainterMagenta.name
IC2:itemToolPainterOrange, ic2.itemToolPainterOrange.name
IC2:itemToolPainterWhite, ic2.itemToolPainterWhite.name
IC2:itemDynamite, ic2.itemDynamite.name
IC2:itemDynamiteSticky, ic2.itemDynamiteSticky.name
IC2:itemRemote, ic2.itemRemote.name
IC2:upgradeModule:0, ic2.overclockerUpgrade
IC2:upgradeModule:1, ic2.transformerUpgrade
IC2:upgradeModule:2, ic2.energyStorageUpgrade
IC2:upgradeModule:3, ic2.ejectorUpgrade
IC2:upgradeModule:4, ic2.fluidEjectorUpgrade
IC2:upgradeModule:5, ic2.redstoneinvUpgrade
IC2:upgradeModule:6, ic2.pullingUpgrade
IC2:itemCoin, ic2.itemCoin.name
IC2:itemDoorAlloy, ic2.itemDoorAlloy.name
IC2:itemPartCFPowder, ic2.itemPartCFPowder.name
IC2:itemGrinPowder, ic2.itemGrinPowder.name
IC2:itemDebug, ic2.itemDebug.name
IC2:itemBoat:0, ic2.boatCarbon
IC2:itemBoat:1, ic2.boatRubber
IC2:itemBoat:2, ic2.boatRubberBroken
IC2:itemBoat:3, ic2.boatElectric
IC2:itemWeedingTrowel, ic2.itemWeedingTrowel.name
IC2:itemWeed, ic2.itemWeed.name
IC2:itemCropSeed, ic2.itemCropSeed.name
IC2:itemCropnalyzer, ic2.itemCropnalyzer.name
IC2:itemFertilizer, ic2.itemFertilizer.name
IC2:itemCellHydrant, ic2.itemCellHydrant.name
IC2:itemToolHoe, ic2.itemToolHoe.name
IC2:itemTerraWart, ic2.itemTerraWart.name
IC2:itemWeedEx, ic2.itemWeedEx.name
IC2:itemMugEmpty, ic2.itemMugEmpty.name
IC2:itemCofeeBeans, ic2.itemCofeeBeans.name
IC2:itemCofeePowder, ic2.itemCofeePowder.name
IC2:itemMugCoffee:0, ic2.itemMugCoffee_0
IC2:itemMugCoffee:1, ic2.itemMugCoffee_1
IC2:itemMugCoffee:2, ic2.itemMugCoffee_2
IC2:itemHops, ic2.itemHops.name
IC2:itemBarrel, ic2.itemBarrel.name
IC2:itemMugBooze, ic2.itemMugBooze.name
IC2:itemwoodrotor, ic2.itemwoodrotor.name
IC2:itemironrotor, ic2.itemironrotor.name
IC2:itemsteelrotor, ic2.itemsteelrotor.name
IC2:itemwcarbonrotor, ic2.itemwcarbonrotor.name
IC2:itemSteamTurbine, ic2.itemSteamTurbine.name
IC2:itemSteamTurbineBlade, ic2.itemSteamTurbineBlade.name
IC2:itemIronBlockCuttingBlade, ic2.itemIronBlockCuttingBlade.name
IC2:itemAdvIronBlockCuttingBlade, ic2.itemAdvIronBlockCuttingBlade.name
IC2:itemDiamondBlockCuttingBlade, ic2.itemDiamondBlockCuttingBlade.name
AdvancedSolarPanel:advanced_solar_helmet, Улучшенный солнечный шлем
AdvancedSolarPanel:hybrid_solar_helmet, Гибридный солнечный шлем
AdvancedSolarPanel:ultimate_solar_helmet, Ультимейт солнечный шлем
AdvancedSolarPanel:asp_crafting_items:0, Саннариум
AdvancedSolarPanel:asp_crafting_items:1, Сплав саннариума
AdvancedSolarPanel:asp_crafting_items:2, Излучающий уран
AdvancedSolarPanel:asp_crafting_items:3, Обогащенный саннариум
AdvancedSolarPanel:asp_crafting_items:4, Обогащенный сплав саннариума
AdvancedSolarPanel:asp_crafting_items:5, Излучающая стеклянная поверхность
AdvancedSolarPanel:asp_crafting_items:6, Иридиевая-железная пластина
AdvancedSolarPanel:asp_crafting_items:7, Армированная иридиевая-железная пластина
AdvancedSolarPanel:asp_crafting_items:8, Излучающая армированная пластина
AdvancedSolarPanel:asp_crafting_items:9, Часть саннариума
AdvancedSolarPanel:asp_crafting_items:10, Слиток иридия
AdvancedSolarPanel:asp_crafting_items:11, Слиток урана
AdvancedSolarPanel:asp_crafting_items:12, Ядро молекулярного преобразователя
AdvancedSolarPanel:asp_crafting_items:13, Квантовое ядро
appliedenergistics2:item.ToolCertusQuartzAxe, Топор из истинного кварца
appliedenergistics2:item.ToolCertusQuartzHoe, Мотыга из истинного кварца
appliedenergistics2:item.ToolCertusQuartzSpade, Лопата из истинного кварца
appliedenergistics2:item.ToolCertusQuartzPickaxe, Кирка из истинного кварца
appliedenergistics2:item.ToolCertusQuartzSword, Меч из истинного кварца
appliedenergistics2:item.ToolCertusQuartzWrench, Гаечный ключ из истинного кварца
appliedenergistics2:item.ToolCertusQuartzCuttingKnife, Нож из истинного кварца
appliedenergistics2:item.ToolNetherQuartzAxe, Топор из кварца Нижнего мира
appliedenergistics2:item.ToolNetherQuartzHoe, Мотыга из кварца Нижнего мира
appliedenergistics2:item.ToolNetherQuartzSpade, Лопата из кварца Нижнего мира
appliedenergistics2:item.ToolNetherQuartzPickaxe, Кирка из кварца Нижнего мира
appliedenergistics2:item.ToolNetherQuartzSword, Меч из кварца Нижнего мира
appliedenergistics2:item.ToolNetherQuartzWrench, Гаечный ключ из кварца Нижнего мира
appliedenergistics2:item.ToolNetherQuartzCuttingKnife, Нож из кварца Нижнего мира
appliedenergistics2:item.ToolEntropyManipulator, Манипулятор энтропии
appliedenergistics2:item.ToolWirelessTerminal, Беспроводной терминал
appliedenergistics2:item.ToolBiometricCard, Биометрическая карта
appliedenergistics2:item.ToolChargedStaff, Заряженный посох
appliedenergistics2:item.ToolMassCannon, Материальная пушка
appliedenergistics2:item.ToolMemoryCard, Карта памяти
appliedenergistics2:item.ToolNetworkTool, Сетевой инструмент
appliedenergistics2:item.ToolPortableCell, Переносная ячейка
appliedenergistics2:item.ItemCreativeStorageCell, Творческая МЭ ячейка хранения
appliedenergistics2:item.ItemViewCell, Ячейка представления
appliedenergistics2:item.ItemBasicStorageCell.1k, 1К МЭ ячейка хранения
appliedenergistics2:item.ItemBasicStorageCell.4k, 4К МЭ ячейка хранения
appliedenergistics2:item.ItemBasicStorageCell.16k, 16К МЭ ячейка хранения
appliedenergistics2:item.ItemBasicStorageCell.64k, 64К МЭ ячейка хранения
appliedenergistics2:item.ItemSpatialStorageCell.2Cubed, 2³ пространственная ячейка хранения
appliedenergistics2:item.ItemSpatialStorageCell.16Cubed, 16³ пространственная ячейка хранения
appliedenergistics2:item.ItemSpatialStorageCell.128Cubed, 128³ пространственная ячейка хранения
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Камень
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Подзол
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Булыжник
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Дубовые доски
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Еловые доски
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Берёзовые доски
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Доски из тропического дерева
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Доски из акации
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Доски из тёмного дуба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бедрок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Красный песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Гравий
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Золотая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Железная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Уголь
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Дуб
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ель
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Берёза
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Тропическое дерево
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Губка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лазуритовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок лазурита
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Песчаник
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Резной песчаник
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Гладкий песчаник
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Оранжевая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пурпурная шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Голубая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Желтая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лаймовая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Розовая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Серая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Светло-серая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бирюзовая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Фиолетовая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Синяя шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Коричневая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Зеленая шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Красная шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Черная шерсть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Золотой блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Железный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Динамит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Книжная полка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замшелый булыжник
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обсидиан
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Алмазная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Алмазный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Верстак
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Красная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Адский камень
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Песок душ
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Светящийся камень
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Белое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Оранжевое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пурпурное стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Голубое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Жёлтое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лаймовое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Розовое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Серое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Светло-серое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бирюзовое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Фиолетовое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Синее стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Коричневое стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Зелёное стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Красное стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Чёрное стекло
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Камень с монстрами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Булыжник с монстрами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Каменный кирпич с монстрами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замшелый каменный кирпич с монстрами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Потрескавшийся каменный кирпич с монстрами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Резной каменный кирпич с монстрами
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Каменные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Замшелые каменные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Потресканные каменные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Резные каменные кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Гриб
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Гриб
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Арбуз
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Адские кирпичи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Эндерняк
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лампа
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Изумрудная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Изумрудный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок красного камня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кварцевая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кварцевый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Резной кварцевый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кварцевая колонна
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Белая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Оранжевая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пурпурная обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Голубая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Жёлтая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Лаймовая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Розовая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Серая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Светло-серая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Бирюзовая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Фиолетовая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Синяя обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Коричневая обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Зелёная обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Красная обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Чёрная обожжённая глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина акации
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина тёмного дуба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockOreCopper
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockOreTin
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockOreUran
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockOreLead
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Сноп сена
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Обожжёная глина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Угольный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плотный лёд
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockAlloy
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockBasalt
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockMetalCopper
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockMetalTin
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockMetalBronze
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockMetalUranium
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockMetalLead
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockMetalAdvIron
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - ic2.blockITNT
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок истинного кварца
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Колонна истинного кварца
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Резной блок истинного кварца
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Изменчивый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Небесный камень
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Блок небесного камня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кирпич небесного камня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Малый кирпич небесного камня
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Sky Stone Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Sky Stone Block Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Sky Stone Brick Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Sky Stone Small Brick Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Fluix Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Chiseled Certus Quartz Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Certus Quartz Pillar Slabs
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Грязь
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Зыбучий песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Осушённая земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Известняк
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Гладкий известняк
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Алевролит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Гладкий алевролит
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Глинистый сланец
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Гладкий глинистый сланец
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пепельный блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Плоть
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Пепельный камень
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Затвердевший лёд
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Кирпичи из грязи
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Глиняная земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Шероховатая глиняная земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Песчаная земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Шероховатая песчаная земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Илистая земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Шероховатая илистая земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина священного дуба
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина вишнёвого дерева
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина тёмного дерева
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина пихты
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Эфирная древесина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Магическая древесина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина мангрового дерева
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина пальмы
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина красного дерева
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина ивы
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Мёртвая древесина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Ствол гигантского цветка
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина сосны
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина адского дерева
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Древесина жакаранды
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Махагониевая древесина
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Затвердевший песок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Затвердевшая земля
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Руда эссенции биомов
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Небесный кристалл
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Аметистовая руда Края
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Аметистовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Рубиновая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Рубиновый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Перидотовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Перидотовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Топазовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Топазовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Танзанитовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Танзанитовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Малахитовая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Малахитовый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Сапфировая руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Сапфировый блок
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Янтарная руда
appliedenergistics2:item.ItemFacade:0, Кабельный фасад - Янтарный блок
